S.No,Lead first name,Lead last name,Lead ID,Lead Source,Campaign name,Campaign ID,Lead Created Date,UCIC,Mobile Number,Alternate Mobile,Email ID,Date of Birth,PAN,PAN Attachment,City,District,State,Pincode,Country,Portfolio,Product,Offer Amount,Offer Valid Till,Assigned To,Branch,Region,Zone,Lead Status,Reason Code,Reason,Next Follow-up Date,LAN No.,Status Updated On,Duplicate Flag,Last Modified By,Last Modified On,Occupation,Employment Type,First Response (hrs),SLA Breached
1222,Karan,Jain,AFL-RET-001222,Landing page,Diwali Dhamaka OCT25,CMP-2025-0001,2025-10-11 20:05:00,,8647434318,,karan.jain@outlook.com,2001-01-07,QTDPJ7069T,PAN_Karan_Jain.pdf,New Delhi,West Delhi,Delhi,110058,India,Vehicle & Consumer Loans,Consumer Durable Loan,20000,2025-11-10,Arjun Sethi,Delhi — Rajouri Garden,Delhi NCR Region,North Zone,Sanctioned,,,,AFLRET25000270,2025-10-27 10:44:00,No,Arjun Sethi,2025-10-27 10:44:00,Student,Salaried,1,No
1223,Sailaja,Varma,AFL-RET-001223,PQ Campaign,Property Power JUN26,CMP-2026-0029,2026-06-03 16:58:00,607609711,7753552132,,sailaja.varma@yahoo.com,1972-08-28,,,Hyderabad,Hyderabad,Telangana,500073,India,Retail Personal Loans,Kushal Personal Loan,450000,2026-07-18,Sirisha Prasad,Hyderabad — Banjara Hills,Telangana Region,South Zone,Rejected,REJ-06,Documentation — unable to provide,,,2026-06-10 12:13:00,No,Sirisha Prasad,2026-06-10 12:13:00,Salaried — Government / PSU,Salaried,,No
1224,Sneha,Sinha,AFL-RET-001224,Website,Shiksha Education JUN26,CMP-2026-0028,2026-06-20 19:31:00,,7401543998,8231080395,sneha.sinha@outlook.com,1984-05-06,VCUPC8640W,PAN_Sneha_Sinha.pdf,New Delhi,West Delhi,Delhi,110063,India,Retail Home Loans,Plot + Construction Loan,3800000,2026-08-04,Arjun Sethi,Delhi — Rajouri Garden,Delhi NCR Region,North Zone,Rejected,REJ-04,Negative / restricted profile,,,2026-07-03 09:52:00,No,Arjun Sethi,2026-07-03 09:52:00,Salaried — Government / PSU,Salaried,,No
1225,Kiran,Prasad,AFL-RET-001225,PQ Campaign,Shubh Vivah DEC25,CMP-2025-0011,2025-12-17 15:00:00,610002590,6839171140,9460192106,kiran.prasad@outlook.com,1982-06-03,LDEPP1421A,PAN_Kiran_Prasad.pdf,Bengaluru,Bengaluru Urban,Karnataka,560067,India,Retail Home Loans,Home Loan Balance Transfer,9500000,2026-01-16,Deepa Iyengar,Bengaluru — Whitefield,Karnataka Region,South Zone,Disbursed,,,,AFLRET25000271,2026-01-09 16:18:00,No,Deepa Iyengar,2026-01-09 16:18:00,Homemaker,Self-Employed,0.2,No
1226,Padmaja,Babu,AFL-RET-001226,Website,Swasthya Care JUL26,CMP-2026-0032,2026-07-08 14:37:00,,9308679391,6956006606,padmaja.babu@outlook.com,1974-10-06,MQHPN7668D,PAN_Padmaja_Babu.pdf,Hyderabad,Hyderabad,Telangana,500034,India,Business & MSME Loans,MSME Growth Loan,6500000,2026-08-22,Rajitha Reddy,Hyderabad — Banjara Hills,Telangana Region,South Zone,Disbursed,,,,AFLRET26000272,2026-08-09 09:20:00,No,Rajitha Reddy,2026-08-09 09:20:00,Business Owner,Self-Employed,0.2,No
1227,Jyothi,Babu,AFL-RET-001227,Landing page,Shiksha Education AUG26,CMP-2026-0034,2026-08-22 17:05:00,696639607,9211490022,7170821519,jyothi.babu@outlook.com,1973-04-06,KSTPH5343B,PAN_Jyothi_Babu.pdf,Anantapur,Anantapur,Andhra Pradesh,515001,India,Business & MSME Loans,Working Capital Loan,4900000,2026-10-21,UNALLOCATED,UNALLOCATED,UNALLOCATED,UNALLOCATED,New,,,,,2026-08-22 17:17:00,No,System,2026-08-22 17:17:00,Self-Employed Non-Professional,Self-Employed,,Yes
1228,Payal,Rane,AFL-RET-001228,Social media,Grah Sajawat OCT25,CMP-2025-0005,2025-10-09 12:44:00,,8106187379,,payal.rane@gmail.com,1993-03-14,QYGPR1897R,PAN_Payal_Rane.pdf,Mumbai,Mumbai Suburban,Maharashtra,400059,India,Retail Home Loans,Home Loan Balance Transfer,6000000,2025-12-08,Bhavesh Patil,Mumbai — Andheri,Maharashtra Region,West Zone,Sanctioned,,,,AFLRET25000273,2025-10-28 09:21:00,No,Bhavesh Patil,2025-10-28 09:21:00,Business Owner,Self-Employed,0.3,No
1229,Shashank,Setty,AFL-RET-001229,Website,Safar Travel MAR26,CMP-2026-0022,2026-03-17 13:05:00,299298942,8506554675,,shashank.setty@hotmail.com,1982-10-13,,,Bengaluru,Bengaluru Urban,Karnataka,560047,India,Loan Against Property,Lease Rental Discounting,5000000,2026-04-16,Manoj Nair,Bengaluru — Koramangala,Karnataka Region,South Zone,Not interested,NI-04,Requirement postponed,,,2026-03-20 16:23:00,No,Manoj Nair,2026-03-20 16:23:00,Business Owner,Self-Employed,0.2,No
1230,Madhumita,Bhattacharya,AFL-RET-001230,Website,Shiksha Education MAY26,CMP-2026-0026,2026-05-21 16:37:00,259867053,6776039402,,madhumita.bhattacharya@yahoo.com,1981-01-19,KRPPY7652P,PAN_Madhumita_Bhattacharya.pdf,Kolkata,Kolkata,West Bengal,700091,India,Retail Personal Loans,Education Loan,325000,2026-07-20,Tanmoy Chakraborty,Kolkata — Salt Lake,West Bengal Region,East Zone,Disbursed,,,,AFLRET26000274,2026-05-31 10:57:00,No,Tanmoy Chakraborty,2026-05-31 10:57:00,Salaried — Government / PSU,Salaried,7.5,Yes
1231,Trupti,Parikh,AFL-RET-001231,PQ Campaign,Vyapar Vriddhi MAR26,CMP-2026-0020,2026-03-24 14:05:00,503537109,6210380461,7194257312,trupti.parikh15@yahoo.com,1994-09-16,,,Rajkot,Rajkot,Gujarat,360004,India,Business & MSME Loans,Working Capital Loan,4400000,2026-05-23,Siddharth Trivedi,Rajkot — Kalawad Road,Gujarat Region,West Zone,Rejected,REJ-05,OGL — outside the geo location,,,2026-03-28 11:03:00,No,Siddharth Trivedi,2026-03-28 11:03:00,Self-Employed Non-Professional,Self-Employed,,No
1232,Aruna,Prasad,AFL-RET-001232,Landing page,Shubh Vivah JAN26,CMP-2026-0012,2026-01-09 10:12:00,139405083,8111480853,,aruna.prasad48@gmail.com,1989-03-28,AZRPC5510Q,PAN_Aruna_Prasad.pdf,Vijayawada,Krishna,Andhra Pradesh,520001,India,Retail Home Loans,Plot + Construction Loan,5500000,2026-02-23,Sirisha Chowdary,Vijayawada — MG Road,Kerala & AP Region,South Zone,Rejected,REJ-07,Existing obligations too high (FOIR),,,2026-01-11 11:27:00,No,Sirisha Chowdary,2026-01-11 11:27:00,Salaried — Government / PSU,Salaried,,No
1233,Sunita,Nath,AFL-RET-001233,PQ Campaign,Gold Utsav OCT25,CMP-2025-0003,2025-10-11 20:05:00,211551905,8270063793,,sunita.nath@gmail.com,1981-12-16,KFDPE3489W,PAN_Sunita_Nath.pdf,Ranchi,Ranchi,Jharkhand,834009,India,Retail Personal Loans,Marriage Loan,650000,2025-11-25,Anita Bora,Ranchi — Main Road,East India Region,East Zone,Not reachable,NR-03,No response after 3 attempts,,,2025-10-13 16:19:00,No,Anita Bora,2025-10-13 16:19:00,Salaried — Private Sector,Salaried,0.2,No
1234,Nilesh,Joshi,AFL-RET-001234,Website,Vyapar Vriddhi JAN26,CMP-2026-0013,2026-01-08 09:00:00,,6182745955,,nilesh.joshi@gmail.com,1983-07-14,DMDPQ7463E,PAN_Nilesh_Joshi.pdf,Mumbai,Mumbai Suburban,Maharashtra,400069,India,Business & MSME Loans,Vyapar Business Loan,800000,2026-02-22,Bhavesh Patil,Mumbai — Andheri,Maharashtra Region,West Zone,Disbursed,,,,AFLRET26000275,2026-02-01 10:04:00,No,Bhavesh Patil,2026-02-01 10:04:00,Self-Employed Non-Professional,Self-Employed,0.2,No
1235,Tanmoy,Majumdar,AFL-RET-001235,Website,Shubh Vivah DEC25,CMP-2025-0011,2025-12-15 10:44:00,,9537207483,,tanmoy.majumdar4@gmail.com,1996-10-24,,,Kolkata,Kolkata,West Bengal,700064,India,Business & MSME Loans,Machinery Purchase Loan,7000000,2026-01-14,Paromita Majumdar,Kolkata — Salt Lake,West Bengal Region,East Zone,Not interested,NI-01,Rate of interest too high,,,2025-12-18 09:41:00,No,Paromita Majumdar,2025-12-18 09:41:00,Self-Employed Professional,Self-Employed,0.2,No
1236,Mihir,Rane,AFL-RET-001236,Social media,Ghar Ka Sapna MAR26,CMP-2026-0019,2026-03-31 16:12:00,,9890996280,,mihir.rane@hotmail.com,1975-02-21,,,Mumbai,Mumbai Suburban,Maharashtra,400058,India,Loan Against Property,Loan Against Property,8000000,2026-05-30,Bhavesh Patil,Mumbai — Andheri,Maharashtra Region,West Zone,Not interested,NI-07,Tenure offered not suitable,,,2026-04-04 11:03:00,No,Bhavesh Patil,2026-04-04 11:03:00,Business Owner,Self-Employed,5.7,Yes
1237,Rutuja,Patil,AFL-RET-001237,Social media,Professional Edge AUG26,CMP-2026-0036,2026-08-29 16:12:00,,9440457335,,rutuja.patil@rediffmail.com,1996-04-05,,,Pune,Pune,Maharashtra,411033,India,Professional Loans,CA / Professional Loan,1400000,2026-10-13,Sagar Vora,Pune — Wakad,Maharashtra Region,West Zone,Not interested,NI-05,Processing fee not acceptable,,,2026-09-01 09:54:00,No,Sagar Vora,2026-09-01 09:54:00,Business Owner,Self-Employed,1.7,No
1238,Parth,Desai,AFL-RET-001238,Social media,Vyapar Vriddhi JAN26,CMP-2026-0013,2026-01-03 12:37:00,,6836566530,,parth.desai@gmail.com,1996-02-13,,,Mumbai,Mumbai,Maharashtra,400023,India,Business & MSME Loans,Vyapar Business Loan,2600000,2026-02-02,Rutuja Pawar,Mumbai — Fort,Maharashtra Region,West Zone,Duplicate,DUP-01,"Same campaign, same mobile",,,2026-01-03 13:52:00,Yes,Rutuja Pawar,2026-01-03 13:52:00,Self-Employed Professional,Self-Employed,,No
1239,Abirami,Sundaram,AFL-RET-001239,Social media,Safar Travel APR26,CMP-2026-0025,2026-04-07 12:51:00,,6349685038,,abirami.sundaram@gmail.com,1984-08-10,BWXPZ6744A,PAN_Abirami_Sundaram.pdf,Coimbatore,Coimbatore,Tamil Nadu,641002,India,Business & MSME Loans,MSME Growth Loan,2000000,2026-05-07,Muthu Krishnan,Coimbatore — RS Puram,Tamil Nadu Region,South Zone,Not interested,NI-03,Only enquiring — no current need,,,2026-04-12 14:51:00,No,Muthu Krishnan,2026-04-12 14:51:00,Self-Employed Professional,Self-Employed,3,Yes
1240,Ashwini,Deshmukh,AFL-RET-001240,Social media,Swasthya Care AUG26,CMP-2026-0035,2026-08-09 18:44:00,,7851718072,,,1980-08-12,AZSPU6044N,PAN_Ashwini_Deshmukh.pdf,Ahmedabad,Ahmedabad,Gujarat,380054,India,Retail Home Loans,Disha Home Loan,3400000,2026-09-23,Payal Vora,Ahmedabad — CG Road,Gujarat Region,West Zone,Sanctioned,,,,AFLRET26000276,2026-08-19 11:06:00,No,Payal Vora,2026-08-19 11:06:00,Business Owner,Self-Employed,5.3,Yes
1241,Pallavi,Iyengar,AFL-RET-001241,PQ Campaign,Vyapar Vriddhi JAN26,CMP-2026-0013,2026-01-04 10:00:00,178198947,9947532857,,pallavi.iyengar@rediffmail.com,2003-10-24,YKDPW6584X,PAN_Pallavi_Iyengar.pdf,Bengaluru,Bengaluru Urban,Karnataka,560103,India,Loan Against Property,Loan Against Property,19500000,2026-02-18,Deepa Iyengar,Bengaluru — Whitefield,Karnataka Region,South Zone,Disbursed,,,,AFLRET26000277,2026-01-22 11:09:00,No,Deepa Iyengar,2026-01-22 11:09:00,Salaried — MNC,Salaried,0.2,No
1242,Tanvi,Sawant,AFL-RET-001242,Landing page,Shubh Vivah DEC25,CMP-2025-0011,2025-12-02 11:18:00,,6598306430,,tanvi.sawant56@rediffmail.com,2001-02-16,,,Pune,Pune,Maharashtra,411030,India,Retail Personal Loans,Kushal Personal Loan,2200000,2026-01-01,Nikhil Deshmukh,Pune — Shivajinagar,Maharashtra Region,West Zone,Rejected,REJ-13,Others,,,2025-12-06 09:58:00,No,Nikhil Deshmukh,2025-12-06 09:58:00,Salaried — Government / PSU,Salaried,,No
1243,Parth,Panchal,AFL-RET-001243,Social media,Shubh Vivah DEC25,CMP-2025-0011,2025-12-26 11:23:00,,6174589946,,parth.panchal@rediffmail.com,1980-11-15,AEJPM7133D,PAN_Parth_Panchal.pdf,Mumbai,Mumbai,Maharashtra,400001,India,Retail Home Loans,Plot + Construction Loan,8000000,2026-01-25,Omkar Patel,Mumbai — Fort,Maharashtra Region,West Zone,Disbursed,,,,AFLRET25000278,2026-01-18 17:41:00,No,Omkar Patel,2026-01-18 17:41:00,Business Owner,Self-Employed,0.2,No
1244,Siddharth,Pawar,AFL-RET-001244,Website,Property Power APR26,CMP-2026-0023,2026-04-16 20:44:00,,9297013560,,siddharth.pawar68@gmail.com,1974-05-25,HPKPK1156Z,PAN_Siddharth_Pawar.pdf,Pune,Pune,Maharashtra,411061,India,Loan Against Property,MLAP (Shakti),6500000,2026-05-31,Sneha Parikh,Pune — Wakad,Maharashtra Region,West Zone,Sanctioned,,,,AFLRET26000279,2026-04-28 10:06:00,No,Sneha Parikh,2026-04-28 10:06:00,Agriculturist,Self-Employed,0.2,No
1245,Dinesh,Pillai,AFL-RET-001245,Social media,Vyapar Vriddhi MAR26,CMP-2026-0020,2026-03-10 19:12:00,,6371407270,,dinesh.pillai@gmail.com,1991-11-14,,,Chennai,Chennai,Tamil Nadu,600020,India,Business & MSME Loans,Working Capital Loan,7500000,2026-05-09,Suresh Raman,Chennai — Adyar,Tamil Nadu Region,South Zone,Rejected,REJ-02,Income below minimum,,,2026-03-18 09:53:00,No,Suresh Raman,2026-03-18 09:53:00,Self-Employed Professional,Self-Employed,,No
1246,Nandini,Kamath,AFL-RET-001246,Website,Professional Edge AUG26,CMP-2026-0036,2026-08-31 14:44:00,,6494675278,,nandini.kamath27@hotmail.com,1976-02-06,DTQPK8001N,PAN_Nandini_Kamath.pdf,Bengaluru,Bengaluru Urban,Karnataka,560070,India,Retail Personal Loans,Debt Consolidation Loan,250000,2026-10-15,Nandini Rao,Bengaluru — Jayanagar,Karnataka Region,South Zone,Not interested,NI-01,Rate of interest too high,,,2026-09-04 18:02:00,No,Nandini Rao,2026-09-04 18:02:00,Salaried — MNC,Salaried,0.2,No
1247,Jayesh,Patil,AFL-RET-001247,Website,Swasthya Care JUL26,CMP-2026-0032,2026-07-26 14:12:00,,7737855180,,jayesh.patil14@outlook.com,1961-01-27,,,Ahmedabad,Ahmedabad,Gujarat,380001,India,Retail Personal Loans,Kushal Personal Loan,4400000,2026-08-25,Swapnil Vora,Ahmedabad — CG Road,Gujarat Region,West Zone,Not interested,NI-04,Requirement postponed,,,2026-07-30 09:56:00,No,Swapnil Vora,2026-07-30 09:56:00,Retired / Pensioner,Salaried,0.2,No
1248,Rutuja,Trivedi,AFL-RET-001248,Website,Shiksha Education AUG26,CMP-2026-0034,2026-08-05 15:18:00,,7445640026,,,1980-03-10,,,Nagpur,Nagpur,Maharashtra,440015,India,Retail Personal Loans,Education Loan,1400000,2026-09-19,Hardik Patel,Nagpur — Dharampeth,Maharashtra Region,West Zone,Not reachable,NR-02,Invalid / wrong number,,,2026-08-07 18:36:00,No,Hardik Patel,2026-08-07 18:36:00,Agriculturist,Self-Employed,0.2,No
1249,Hetal,Jadhav,AFL-RET-001249,Website,Vyapar Vriddhi MAR26,CMP-2026-0020,2026-03-09 15:00:00,,7917169899,,hetal.jadhav57@gmail.com,2000-10-13,,,Nashik,Nashik,Maharashtra,422005,India,Retail Personal Loans,Home Renovation Loan,350000,2026-05-08,Tanvi Mehta,Nashik — College Road,Maharashtra Region,West Zone,Not interested,NI-01,Rate of interest too high,,,2026-03-14 10:41:00,No,Tanvi Mehta,2026-03-14 10:41:00,Self-Employed Non-Professional,Self-Employed,0.2,No
1250,Parth,Pawar,AFL-RET-001250,Landing page,Shiksha Education AUG26,CMP-2026-0034,2026-08-21 09:44:00,821519998,7537954179,,,1978-08-26,ZMTPL8967V,PAN_Parth_Pawar.pdf,Mumbai,Mumbai Suburban,Maharashtra,400087,India,Retail Home Loans,Home Loan Balance Transfer,6500000,2026-10-20,Bhavesh Modi,Mumbai — Powai,Maharashtra Region,West Zone,Sanctioned,,,,AFLRET26000280,2026-09-09 09:17:00,No,Bhavesh Modi,2026-09-09 09:17:00,Salaried — Government / PSU,Salaried,1.2,No
1251,Manish,Verma,AFL-RET-001251,PQ Campaign,Diwali Dhamaka OCT25,CMP-2025-0001,2025-10-03 12:05:00,595884364,7738901624,7131373591,manish.verma@outlook.com,1986-12-20,MWGPV7556U,PAN_Manish_Verma.pdf,New Delhi,South Delhi,Delhi,110065,India,Vehicle & Consumer Loans,Consumer Durable Loan,50000,2025-11-17,Aarav Kapoor,Delhi — Saket,Delhi NCR Region,North Zone,Disbursed,,,,AFLRET25000281,2025-10-29 12:23:00,No,Aarav Kapoor,2025-10-29 12:23:00,Salaried — Private Sector,Salaried,0.2,No
1252,Meenakshi,Chauhan,AFL-RET-001252,Website,Ghar Ka Sapna NOV25,CMP-2025-0008,2025-11-05 20:18:00,214168221,9568220749,,meenakshi.chauhan47@outlook.com,1978-07-26,,,New Delhi,West Delhi,Delhi,110015,India,Retail Home Loans,Plot + Construction Loan,1100000,2026-01-04,Arjun Sethi,Delhi — Rajouri Garden,Delhi NCR Region,North Zone,Duplicate,DUP-02,Same LAN already sourced,,,2025-11-05 21:33:00,Yes,Arjun Sethi,2025-11-05 21:33:00,Business Owner,Self-Employed,,No
1253,Subhankar,Mitra,AFL-RET-001253,Website,Property Power MAY26,CMP-2026-0027,2026-05-22 19:31:00,,7594602358,6152597633,subhankar.mitra@gmail.com,1990-06-15,,,Siliguri,Darjeeling,West Bengal,734006,India,Retail Personal Loans,Kushal Personal Loan,1200000,2026-07-21,Srabani Chatterjee,Siliguri — Sevoke Road,West Bengal Region,East Zone,Rejected,REJ-05,OGL — outside the geo location,,,2026-05-29 09:34:00,No,Srabani Chatterjee,2026-05-29 09:34:00,Salaried — Private Sector,Salaried,,No
1254,Bibhuti,Panda,AFL-RET-001254,Landing page,Safar Travel OCT25,CMP-2025-0004,2025-10-21 13:31:00,,9513321577,,bibhuti.panda30@rediffmail.com,1991-03-22,,,Guwahati,Kamrup Metro,Assam,781005,India,Retail Personal Loans,Travel Loan,450000,2025-12-20,Sunita Saikia,Guwahati — GS Road,East India Region,East Zone,Not interested,NI-06,Family / spouse declined,,,2025-10-25 16:19:00,No,Sunita Saikia,2025-10-25 16:19:00,Salaried — Government / PSU,Salaried,1.8,No
1255,Ashwini,Desai,AFL-RET-001255,Social media,Professional Edge AUG26,CMP-2026-0036,2026-08-25 12:51:00,128109802,8725540095,,ashwini.desai2@gmail.com,1985-01-04,NQTPN9063D,PAN_Ashwini_Desai.pdf,Mumbai,Mumbai Suburban,Maharashtra,400053,India,Retail Home Loans,Plot + Construction Loan,1000000,2026-09-24,Jayesh Chavan,Mumbai — Bandra,Maharashtra Region,West Zone,Not interested,NI-07,Tenure offered not suitable,,,2026-08-30 11:09:00,No,Jayesh Chavan,2026-08-30 11:09:00,Salaried — MNC,Salaried,0.2,No
1256,Kunal,Jadhav,AFL-RET-001256,PQ Campaign,Professional Edge AUG26,CMP-2026-0036,2026-08-16 15:23:00,724612939,6967772072,9446497725,kunal.jadhav@yahoo.com,1973-07-19,,,Pune,Pune,Maharashtra,411005,India,Retail Home Loans,Disha Home Loan,1100000,2026-09-15,Nikhil Deshmukh,Pune — Shivajinagar,Maharashtra Region,West Zone,Not reachable,NR-03,No response after 3 attempts,,,2026-08-18 11:05:00,No,Nikhil Deshmukh,2026-08-18 11:05:00,Self-Employed Professional,Self-Employed,0.7,No
1257,Shalini,Aggarwal,AFL-RET-001257,Landing page,Property Power MAY26,CMP-2026-0027,2026-05-25 18:37:00,,7941946996,,shalini.aggarwal@rediffmail.com,1986-06-18,DUPPP8680B,PAN_Shalini_Aggarwal.pdf,Jodhpur,Jodhpur,Rajasthan,342001,India,Loan Against Property,Loan Against Property,4700000,2026-07-24,Rohit Sharma,Jodhpur — Sardarpura,North India Region,North Zone,Disbursed,,,,AFLRET26000282,2026-06-27 11:30:00,No,Rohit Sharma,2026-06-27 11:30:00,Business Owner,Self-Employed,0.2,No
1258,Sameer,Thakkar,AFL-RET-001258,Website,Safar Travel OCT25,CMP-2025-0004,2025-10-12 09:12:00,,6205957013,6223366666,sameer.thakkar@gmail.com,2001-04-02,WARPY2196E,PAN_Sameer_Thakkar.pdf,Pune,Pune,Maharashtra,411001,India,Retail Personal Loans,Kushal Personal Loan,4200000,2025-12-11,Nikhil Deshmukh,Pune — Shivajinagar,Maharashtra Region,West Zone,Disbursed,,,,AFLRET25000283,2025-11-11 11:14:00,No,Nikhil Deshmukh,2025-11-11 11:14:00,Salaried — Private Sector,Salaried,3.5,Yes
1259,Vignesh,Ganesan,AFL-RET-001259,Landing page,Safar Travel OCT25,CMP-2025-0004,2025-10-10 10:12:00,,6470357508,7256553248,vignesh.ganesan@gmail.com,2001-12-19,WFKPP9704K,PAN_Vignesh_Ganesan.pdf,Chennai,Chennai,Tamil Nadu,600028,India,Retail Personal Loans,Travel Loan,250000,2025-11-24,Suresh Raman,Chennai — Adyar,Tamil Nadu Region,South Zone,Disbursed,,,,AFLRET25000284,2025-11-10 13:30:00,No,Suresh Raman,2025-11-10 13:30:00,Student,Salaried,0.2,No
1260,Mihir,Parikh,AFL-RET-001260,PQ Campaign,Diwali Dhamaka NOV25,CMP-2025-0006,2025-11-08 20:05:00,379672906,9284317627,,mihir.parikh@hotmail.com,1977-06-13,,,Ahmedabad,Ahmedabad,Gujarat,380009,India,Vehicle & Consumer Loans,Consumer Durable Loan,40000,2025-12-23,Payal Vora,Ahmedabad — CG Road,Gujarat Region,West Zone,Rejected,REJ-11,Business vintage below minimum,,,2025-11-18 17:20:00,No,Payal Vora,2025-11-18 17:20:00,Salaried — MNC,Salaried,,No
1261,Piyali,Banerjee,AFL-RET-001261,Social media,Professional Edge AUG26,CMP-2026-0036,2026-08-28 13:00:00,,8875461583,6203623927,piyali.banerjee67@rediffmail.com,1996-07-15,,,Kolkata,Kolkata,West Bengal,700016,India,Retail Home Loans,Disha Home Loan,1500000,2026-10-27,Debolina Banerjee,Kolkata — Park Street,West Bengal Region,East Zone,Not interested,NI-01,Rate of interest too high,,,2026-08-29 09:15:00,No,Debolina Banerjee,2026-08-29 09:15:00,Salaried — Private Sector,Salaried,0.2,No
1262,Shalini,Singh,AFL-RET-001262,Social media,Vyapar Vriddhi MAR26,CMP-2026-0020,2026-03-16 12:31:00,,7720920791,,shalini.singh@hotmail.com,1985-10-09,,,Amritsar,Amritsar,Punjab,143001,India,Business & MSME Loans,Working Capital Loan,2600000,2026-04-15,Rahul Malhotra,Amritsar — Lawrence Road,North India Region,North Zone,Rejected,REJ-05,OGL — outside the geo location,,,2026-03-17 13:46:00,No,Rahul Malhotra,2026-03-17 13:46:00,Self-Employed Non-Professional,Self-Employed,,No
1263,Jayesh,Gaikwad,AFL-RET-001263,Website,Balance Transfer Bonanza JAN26,CMP-2026-0014,2026-01-14 19:18:00,,7869928640,,jayesh.gaikwad@yahoo.com,1972-05-10,CEEPE2973J,PAN_Jayesh_Gaikwad.pdf,Vadodara,Vadodara,Gujarat,390005,India,Retail Personal Loans,Home Renovation Loan,1100000,2026-02-13,Chirag Vora,Vadodara — Alkapuri,Gujarat Region,West Zone,Not interested,NI-04,Requirement postponed,,,2026-01-19 09:14:00,No,Chirag Vora,2026-01-19 09:14:00,Salaried — MNC,Salaried,0.2,No
1264,Vikram,Bansal,AFL-RET-001264,Website,Vyapar Vriddhi MAR26,CMP-2026-0020,2026-03-24 18:23:00,881966851,8183565639,6793449578,vikram.bansal84@gmail.com,1971-04-18,,,New Delhi,South Delhi,Delhi,110065,India,Vehicle & Consumer Loans,Used Car Loan,950000,2026-05-08,Rajat Chopra,Delhi — Saket,Delhi NCR Region,North Zone,Follow-up,,,2026-09-19,,2026-03-27 16:58:00,No,Rajat Chopra,2026-03-27 16:58:00,Salaried — Private Sector,Salaried,1.9,No
1265,Swapna,Kumar,AFL-RET-001265,Social media,Shiksha Education JUN26,CMP-2026-0028,2026-06-17 13:31:00,,9310327259,,swapna.kumar49@rediffmail.com,1990-03-08,YDSPS7053D,PAN_Swapna_Kumar.pdf,Hyderabad,Rangareddy,Telangana,500084,India,Retail Personal Loans,Education Loan,800000,2026-08-01,Mahesh Varma,Hyderabad — Gachibowli,Telangana Region,South Zone,Disbursed,,,,AFLRET26000285,2026-07-07 09:43:00,No,Mahesh Varma,2026-07-07 09:43:00,Salaried — MNC,Salaried,0.2,No
1266,Deepika,Ravichandran,AFL-RET-001266,Website,Vyapar Vriddhi FEB26,CMP-2026-0016,2026-02-14 16:51:00,,9686489187,6804212801,deepika.ravichandran@yahoo.com,1994-10-18,ZKAPH6861D,PAN_Deepika_Ravichandran.pdf,Madurai,Madurai,Tamil Nadu,625007,India,Business & MSME Loans,Vyapar Business Loan,2500000,2026-04-15,Kavya Krishnan,Madurai — Anna Nagar,Tamil Nadu Region,South Zone,Rejected,REJ-02,Income below minimum,,,2026-02-16 16:06:00,No,Kavya Krishnan,2026-02-16 16:06:00,Business Owner,Self-Employed,,No
1267,Payal,Amin,AFL-RET-001267,Landing page,Shubh Vivah DEC25,CMP-2025-0011,2025-12-19 18:18:00,,9664359514,,payal.amin@gmail.com,1977-01-09,LBEPQ3509M,PAN_Payal_Amin.pdf,Nagpur,Nagpur,Maharashtra,440012,India,Retail Personal Loans,Marriage Loan,475000,2026-02-02,Hardik Patel,Nagpur — Dharampeth,Maharashtra Region,West Zone,Disbursed,,,,AFLRET25000286,2026-01-12 10:31:00,No,Hardik Patel,2026-01-12 10:31:00,Self-Employed Professional,Self-Employed,3.1,Yes
1268,Hardik,Bhatt,AFL-RET-001268,PQ Campaign,Grah Sajawat SEP26,CMP-2026-0040,2026-09-10 14:37:00,659740877,9856625087,,hardik.bhatt@hotmail.com,1997-01-06,,,Ahmedabad,Ahmedabad,Gujarat,380051,India,Retail Personal Loans,Home Renovation Loan,1200000,2026-11-09,Hardik Bhatt,Ahmedabad — Satellite,Gujarat Region,West Zone,New,,,,,2026-09-10 14:52:00,No,Hardik Bhatt,2026-09-10 14:52:00,Salaried — MNC,Salaried,,No
1269,Kavita,Dua,AFL-RET-001269,PQ Campaign,Balance Transfer Bonanza JUN26,CMP-2026-0030,2026-06-19 15:51:00,628796266,6302889712,8931890213,kavita.dua@rediffmail.com,2000-11-23,BZUPD6865P,PAN_Kavita_Dua.pdf,New Delhi,New Delhi,Delhi,110002,India,Retail Personal Loans,Debt Consolidation Loan,225000,2026-07-19,Nidhi Sharma,Delhi — Connaught Place,Delhi NCR Region,North Zone,Rejected,REJ-11,Business vintage below minimum,,,2026-06-24 09:06:00,No,Nidhi Sharma,2026-06-24 09:06:00,Salaried — Government / PSU,Salaried,,No
1270,Naresh,Chowdary,AFL-RET-001270,Social media,Safar Travel APR26,CMP-2026-0025,2026-04-03 20:31:00,,7514036494,,naresh.chowdary74@rediffmail.com,1967-11-23,RRYPE5090Z,PAN_Naresh_Chowdary.pdf,Hyderabad,Rangareddy,Telangana,500032,India,Retail Personal Loans,Marriage Loan,850000,2026-05-18,Swapna Gupta,Hyderabad — Gachibowli,Telangana Region,South Zone,Disbursed,,,,AFLRET26000287,2026-04-25 18:46:00,No,Swapna Gupta,2026-04-25 18:46:00,Retired / Pensioner,Salaried,0.4,No
